Código,Nome,Nome (Inglês),Nome Científico,Grupo,Marca
C0909A,"Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal","Pasta, wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), with salt",,Cereais e derivados,
C0910A,"Macarrão, trigo cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal","Pasta, wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), unsalted",,Cereais e derivados,
C0904A,"Macarrão, trigo cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal","Pasta, wheat, boiled, scrambled egg, with bacon, unsalted",,Cereais e derivados,
C0911A,"Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), c/ sal","Pasta, whole wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), with salt",,Cereais e derivados,
C0912A,"Macarrão, trigo integral cozido, c/ molho pesto (azeite de oliva, queijo parmesão, manjericão, noz, alho, c/ pimenta-do-reino), s/ sal","Pasta, whole wheat, boiled, with pesto sauce (olive oil, parmesan cheese, basil, nut, garlic, with black pepper), unsalted",,Cereais e derivados,
C0906A,"Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), c/ sal","Pasta, whole wheat, boiled, scrambled egg, with bacon, with salt",,Cereais e derivados,
C0908A,"Macarrão, trigo integral cozido, com ovo mexido, c/ toucinho defumado (bacon), s/ sal","Pasta, whole wheat, boiled, scrambled egg, with bacon, unsalted",,Cereais e derivados,
C0962A,"Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal","Pasta, whole wheat, with canned tuna, parsley, with olive oil, with salt",,Cereais e derivados,
C0963A,"Macarrão, trigo integral, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal","Pasta, whole wheat, with canned tuna, parsley, with olive oil, unsalted",,Cereais e derivados,
C1094A,"Macarrão, trigo integral, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, c/ sal","Pasta, whole wheat, with beef muscle, gratin, with white sauce (butter, wheat flour and milk) and parmesan cheese, parsley, black pepper, with salt",,Cereais e derivados,
C1095A,"Macarrão, trigo integral, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, s/ sal","Pasta, whole wheat, with beef muscle, gratin, with white sauce (butter, wheat flour and milk) and parmesan cheese, parsley, black pepper, without salt",,Cereais e derivados,
C1102A,"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, c/ sal","Pasta, whole wheat, with meet beef muscle, parsley, black pepper, with butter, onion and garlic, with salt",,Cereais e derivados,
C1103A,"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, s/ sal","Pasta, whole wheat, with meet beef muscle, parsley, black pepper, with butter, onion and garlic, without salt",,Cereais e derivados,
C1098A,"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal","Pasta, whole wheat, with beef muscle, parsley, black pepper, with soy oil and garlic, with salt",,Cereais e derivados,
C1099A,"Macarrão, trigo integral, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo e alho, s/ sal","Pasta, whole wheat, with beef muscle, parsley, black pepper, with soy oil and garlic, without salt",,Cereais e derivados,
C0598A,"Macarrão, trigo integral, c/ vegetais, c/ sal","Pasta, whole wheat, with vegetables, with salt",,Cereais e derivados,
C0599A,"Macarrão, trigo integral, c/ vegetais, s/ sal","Pasta, whole wheat, with vegetables, unsalted",,Cereais e derivados,
C0960A,"Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, c/ sal","Pasta, wheat, with canned tuna, parsley, with olive oil, with salt",,Cereais e derivados,
C0961A,"Macarrão, trigo, c/ atum em conserva, salsa, c/ azeite de oliva, s/ sal","Pasta, wheat, with canned tuna, parsley, with olive oil, unsalted",,Cereais e derivados,
C1036A,"Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, c/ sal","Pasta, wheat, with fresh tuna, parsley, with olive oil, with salt",,Cereais e derivados,
C1037A,"Macarrão, trigo, c/ atum fresco, salsa, c/ azeite de oliva, s/ sal","Pasta, wheat, with fresh tuna, parsley, with olive oil, unsalted",,Cereais e derivados,
C1092A,"Macarrão, trigo, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite) e queijo parmesão, salsa, pimenta-do-reino, c/ sal","Pasta, wheat, with meet beef muscle, gratin, with white sauce (butter, wheat flour and milk) and parmesan cheese, parsley, black pepper, with salt",,Cereais e derivados,
C1093A,"Macarrão, trigo, c/ carne bovina músculo, gratinado, c/ molho branco (manteiga, farinha de trigo e leite), salsa, pimenta-do-reino, s/ sal","Pasta, wheat, with meet beef muscle, gratin, with white sauce (butter, wheat flour and milk) and parmesan cheese, parsley, black pepper, without salt",,Cereais e derivados,
C1100A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, c/ sal","Pasta, wheat, with meet beef muscle, parsley, black pepper, with butter, onion and garlic, with salt",,Cereais e derivados,
C1101A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ manteiga, cebola e alho, s/ sal","Pasta, wheat, with meet beef muscle, parsley, black pepper, with butter, onion and garlic, without salt",,Cereais e derivados,
C1096A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal","Pasta, wheat, with beef/muscle, parsley, black pepper, with soy oil and garlic, with salt",,Cereais e derivados,
C1143A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, c/ sal","Pasta, wheat, with beef/muscle, parsley, black pepper, with soy oil and garlic, with salt",,Cereais e derivados,
C1144A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo de soja e alho, s/ sal","Pasta, wheat, with beef/muscle, parsley, black pepper, with soy oil and garlic, without salt",,Cereais e derivados,
C1097A,"Macarrão, trigo, c/ carne bovina músculo, salsa, pimenta-do-reino, c/ óleo e alho, s/ sal","Pasta, wheat, with beef/muscle, parsley, black pepper, with soy oil and garlic, without salt",,Cereais e derivados,
C1038A,"Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, c/ sal","Pasta, wheat, with black turtle bean, with oil, onion and garlic, with salt",,Cereais e derivados,
C1039A,"Macarrão, trigo, c/ feijão preto, c/ óleo, cebola e alho, s/ sal","Pasta, wheat, with black turtle bean, with oil, onion and garlic, unsalted",,Cereais e derivados,
C0604A,"Macarrão, trigo, c/ frango e cogumelos, c/ sal","Pasta, wheat, with chicken and mushrooms, with salt",,Cereais e derivados,
C0605A,"Macarrão, trigo, c/ frango e cogumelos, s/ sal","Pasta, wheat, with chicken and mushrooms , unsalted",,Cereais e derivados,
C0853A,"Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Pastry with wheat, with calabrese sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
C0854A,"Macarrão, trigo, c/ linguiça calabresa, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Pastry with wheat, with calabrese sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), unsalted",,Cereais e derivados,
C0965A,"Macarrão, trigo, c/ molho aurora, c/ sal","Pasta, wheat, with aurora sauce, with salt",,Cereais e derivados,
C0966A,"Macarrão, trigo, c/ molho aurora, s/ sal","Pasta, wheat, with aurora sauce, unsalted",,Cereais e derivados,
C0609A,"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal","Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, with salt",,Cereais e derivados,
C0608A,"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal","Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, parmesan cheese, with salt",,Cereais e derivados,
C0613A,"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal","Pasta, wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, with oil, onion and garlic, with salt",,Cereais e derivados,
C0612A,"Macarrão, trigo, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal","Pasta wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, parmesan cheese, with oil, onion and garlic, with salt)",,Cereais e derivados,
C0214A,"Macarrão, trigo, c/ ovos, c/ alho e óleo, c/ sal","Pasta, wheat, with eggs, cooked, with garlic and oil , wiht salt",,Cereais e derivados,
C0213A,"Macarrão, trigo, c/ ovos, c/ alho e óleo, s/ sal","Pasta, wheat, with eggs, cooked, with garlic and oil, unsalted",,Cereais e derivados,
C0216A,"Macarrão, trigo, c/ ovos, c/ manteiga, c/ sal","Pasta, wheat, with eggs, cooked, with butter and salt",,Cereais e derivados,
C0215A,"Macarrão, trigo, c/ ovos, c/ manteiga, s/ sal","Pasta, wheat, with eggs, cooked, with butter, unsalted",,Cereais e derivados,
C0220A,"Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal","Pasta, wheat, with eggs, cooked, with bechamel sauce (milk, butter and wheat flour), with salt",,Cereais e derivados,
C0219A,"Macarrão, trigo, c/ ovos, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal","Pasta, wheat, with eggs, cooked, with bechamel sauce (milk, butter and wheat flour), unsalted",,Cereais e derivados,
C0218A,"Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Pasta, wheat, with eggs, cooked, with tomato sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
C0217A,"Macarrão, trigo, c/ ovos, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Pasta, wheat, with eggs, cooked, with tomato sauce (tomato, with oil, onion and garlic), unsalted",,Cereais e derivados,
C0421A,"Macarrão, trigo, c/ ovos, c/ peixe, água doce, refogado (c/ óleo, cebola e alho), c/ sal","Pasta, wheat, with egga, with fish, freshwater, braised (with oil, onion and garlic), with salt",,Cereais e derivados,
C0194A,"Macarrão, trigo, c/ ovos, cozido, drenado, s/ sal","Pasta, wheat, with eggs, cooked, unsalted",,Cereais e derivados,
C0119A,"Macarrão, trigo, c/ ovos, seco, cru","Pasta, dry, with eggs",,Cereais e derivados,
C0601A,"Macarrão, trigo, c/ presunto, ervilha, c/ molho branco (farinha de trigo, manteiga e leite) (farinha de trigo, manteiga e leite), c/ sal","Pasta, wheat, with ham, green pea canned, with white sauce (wheat flour, butter and milk) (milk, wheat flour and butter), with salt",,Cereais e derivados,
C0600A,"Macarrão, trigo, c/ presunto, ervilha, queijo parmesão, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal","Pasta, wheat, with ham, green pea canned, parmesan cheese, with white sauce (wheat flour, butter and milk), with salt",,Cereais e derivados,
C0855A,"Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Pastry with wheat, with frankfurter sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
C0856A,"Macarrão, trigo, c/ salsicha, salsa, cebolinha, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Pastry with wheat, with frankfurter sausage, parsley, chive, with tomate sauce (tomato, with oil, onion and garlic), unsalted",,Cereais e derivados,
C1040A,"Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Pasta, wheat, with canned sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
C1041A,"Macarrão, trigo, c/ sardinha em conserva, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Pasta, wheat, with canned sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), unsalted",,Cereais e derivados,
C1042A,"Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ sal","Pasta, wheat, with fresh sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), with salt",,Cereais e derivados,
C1043A,"Macarrão, trigo, c/ sardinha fresca, salsa, c/ molho de tomate (tomate, c/ óleo, cebola e alho), s/ sal","Pasta, wheat, with fresh sardines, parsley, with tomato sauce (tomato, with oil, onion and garlic), unsalted",,Cereais e derivados,
C0597A,"Macarrão, trigo, c/ vegetais, s/ sal","Pasta, wheat, with vegetables, unsalted",,Cereais e derivados,
C0596A,"Macarrão, trigo, c/ vegetais, c/ sal","Pasta, wheat, with vegetables, with salt",,Cereais e derivados,
C0884A,"Macarrão, trigo, cozido, c/ ovo mexido, c/ toucinho defumado (bacon), c/ sal","Pasta, wheat, boiled, scrambled egg, with bacon, with salt",,Cereais e derivados,
C0834A,"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal","Pasta, wheat, cooked, drained, whitout oil, whit salt",,Cereais e derivados,
C0120A,"Macarrão, trigo, instantâneo, cru","Pasta, noofles, dry",,Cereais e derivados,
C0407A,"Macarrão, trigo, intantâneo, c/ tempero, cozido, drenado (preparado conforme a embalagem)","Pasta, wheat, instant, with seasoning, boiled, drained (prepared according to the package)",,Cereais e derivados,
C0406A,"Macarrão, trigo, intantâneo, c/ tempero, cru","Pasta, wheat, instant, with seasoning, raw",,Cereais e derivados,
C0701N,"Macarrão, trigo, intantâneo, cozido, drenado, light (com redução de lipídeos) (preparado conforme a embalagem)","Noodles, wheat, instant, cooked, drained, light (fat-reduced) (prepared according to package)",,Alimentos para fins especiais,
C0702N,"Macarrão, trigo, intantâneo, cozido, light, c/ molho de tomate (tomate, c/ óleo de soja, cebola e alho), c/ sal","Pasta, noodles, cooked, light, with tomato sauce (tomato, with soy oil, onion and garlic), with salt",,Alimentos para fins especiais,
C0239A,"Macarrão, trigo, integral, à bolonhesa, c/ sal","Pasta, whole wheat, with bolognese sauce , with salt",,Cereais e derivados,
C0231A,"Macarrão, trigo, integral, ao alho e óleo, c/ sal","Pasta, whole wheat, cooked, with garlic, oil and salt",,Cereais e derivados,
C0230A,"Macarrão, trigo, integral, c/ alho e óleo, s/ sal","Pasta, whole wheat, cooked, with garlic and oil, unsalted",,Cereais e derivados,
C0606A,"Macarrão, trigo, integral, c/ frango e cogumelos, c/ sal","Pasta, whole wheat, with chicken and mushrooms, with salt",,Cereais e derivados,
C0607A,"Macarrão, trigo, integral, c/ frango e cogumelos, s/ sal","Pasta, whole wheat, with chicken and mushrooms, unsalted",,Cereais e derivados,
C0233A,"Macarrão, trigo, integral, c/ manteiga, c/ sal","Pasta, whole wheat, cooked, with butter, with salt",,Cereais e derivados,
C0232A,"Macarrão, trigo, integral, c/ manteiga, s/ sal","Pasta, whole wheat, cooked, with butter, unsalted",,Cereais e derivados,
C0237A,"Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), c/ sal","Pasta, whole wheat, with white sauce (milk, butter and wheat flour), with salt",,Cereais e derivados,
C0236A,"Macarrão, trigo, integral, c/ molho branco (leite, manteiga e farinha de trigo), s/ sal","Pasta, whole wheat, with white sauce (milk, butter and wheat flour), unsalted",,Cereais e derivados,
C0611A,"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), c/ óleo, cebola e alho, c/ sal","Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, with salt",,Cereais e derivados,
C0610A,"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho) e frutos do mar (camarão, lula e mexilhão), queijo parmesão, c/ óleo, cebola e alho, c/ sal","Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic) and seafood (shrimp, squid and mussel), with oil, onion and garlic, parmesan cheese, with salt",,Cereais e derivados,
C0615A,"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, c/ óleo, cebola e alho, c/ sal","Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, with oil, onion and garlic, with salt",,Cereais e derivados,
C0614A,"Macarrão, trigo, integral, c/ molho de tomate (tomate, c/ óleo, cebola e alho), c/ peito de frango, queijo parmesão, c/ óleo, cebola e alho, c/ sal","Pasta, whole wheat, with tomato sauce (tomato, with oil, onion and garlic), with breast chicken, parmesan cheese, with oil, onion and garlic, with salt",,Cereais e derivados,
